MATRICULA;CURSO;MODULO;FUNCIONARIO;ORDEM;STATUS;AULA_ATUAL;INTERATIVIDADE;VIRTUAIS;REPROVADO;APOSTILAENTREGUE;DATAPRIMEIROACESSO;DATAPRVISAOCONCLUSAOCURSO;DATACONCLUSACURSO;INTER_EXTENDIDO;DATA_ENTREGA_APOSTILA;FUNCIONARIO_ENTREGA_APOST;APOSTILA_REENTREGUE;TIPOAPOSTILA
401;91;19;1;1;C;56;S;N;N;S;09.05.2018;12.09.2018;23.11.2018;N;09.05.2018;1;N;DIGITAL
401;107;19;1;2;C;56;S;N;N;S;23.11.2018;29.03.2019;24.08.2019;N;01.02.2019;1;N;DIGITAL
401;119;19;1;3;E;;;;;N;29.03.2019;;;N;;;N;
402;142;17;1;2;E;;;;;N;11.07.2018;;;N;;;N;
402;144;17;1;1;A;2;N;N;N;S;09.05.2018;11.07.2018;;N;09.05.2018;1;N;DIGITAL
402;147;17;1;5;E;;;;;N;;;;N;;;N;
402;150;17;1;3;E;;;;;N;;;;N;;;N;
402;151;17;1;4;E;;;;;N;;;;N;;;N;
402;161;17;1;6;E;;;;;N;;;;N;;;N;
403;39;10;1;1;E;;;;;S;;;;N;09.05.2018;1;N;DIGITAL
403;130;10;1;5;E;;;;;N;;;;N;;;N;
403;143;10;1;3;E;;;;;N;;;;N;;;N;
403;149;10;1;4;E;;;;;N;;;;N;;;N;
403;150;10;1;2;E;;;;;N;;;;N;;;N;
403;161;10;1;6;E;;;;;N;;;;N;;;N;
404;79;2;1;6;E;;;;;N;;;;N;;;N;
404;143;2;1;4;E;;;;;N;;;;N;;;N;
404;145;2;1;1;E;;;;;S;;;;N;09.05.2018;1;N;DIGITAL
404;148;2;1;2;E;;;;;N;;;;N;;;N;
404;150;2;1;3;E;;;;;N;;;;N;;;N;
404;161;2;1;5;E;;;;;N;;;;N;;;N;
405;39;10;1;1;E;;;;;S;;;;N;09.05.2018;1;N;DIGITAL
405;130;10;1;5;E;;;;;N;;;;N;;;N;
405;143;10;1;3;E;;;;;N;;;;N;;;N;
405;149;10;1;4;E;;;;;N;;;;N;;;N;
405;150;10;1;2;E;;;;;N;;;;N;;;N;
405;161;10;1;6;E;;;;;N;;;;N;;;N;
407;142;17;1;2;E;;;;;N;13.07.2018;;;N;;;N;
407;144;17;1;1;A;1;S;N;;S;11.05.2018;13.07.2018;;N;09.05.2018;1;N;DIGITAL
407;147;17;1;5;E;;;;;N;;;;N;;;N;
407;150;17;1;3;E;;;;;N;;;;N;;;N;
407;151;17;1;4;E;;;;;N;;;;N;;;N;
407;161;17;1;6;E;;;;;N;;;;N;;;N;
409;142;17;1;2;E;;;;;N;;;;N;;;N;
409;144;17;1;1;E;;;;;S;;;;N;09.05.2018;1;N;DIGITAL
409;147;17;1;5;E;;;;;N;;;;N;;;N;
409;150;17;1;3;E;;;;;N;;;;N;;;N;
409;151;17;1;4;E;;;;;N;;;;N;;;N;
409;161;17;1;6;E;;;;;N;;;;N;;;N;
410;111;6;1;5;E;;;;;N;;;;N;;;N;
410;112;6;1;8;E;;;;;N;;;;N;;;N;
410;113;6;1;2;E;;;;;N;;;;N;;;N;
410;116;6;1;1;E;;;;;S;;;;N;09.05.2018;1;N;DIGITAL
410;163;6;1;4;E;;;;;N;;;;N;;;N;
411;112;33;1;3;E;;;;;N;;;;N;;;N;
411;116;33;1;1;A;2;N;N;N;S;09.05.2018;15.08.2018;09.05.2018;N;09.05.2018;1;N;DIGITAL
411;117;33;1;4;E;;;;;N;;;;N;;;N;
