MATRICULA;CURSO;MODULO;FUNCIONARIO;ORDEM;STATUS;AULA_ATUAL;INTERATIVIDADE;VIRTUAIS;REPROVADO;APOSTILAENTREGUE;DATAPRIMEIROACESSO;DATAPRVISAOCONCLUSAOCURSO;DATACONCLUSACURSO;INTER_EXTENDIDO;DATA_ENTREGA_APOSTILA;FUNCIONARIO_ENTREGA_APOST;APOSTILA_REENTREGUE;TIPOAPOSTILA
415;151;7;1;3;C;12;S;N;N;S;08.11.2018;10.01.2019;31.01.2019;N;18.10.2018;1;N;DIGITAL
415;161;7;1;7;E;;;;;N;;;;N;;;N;
416;129;0;1;5;A;8;N;N;N;N;28.03.2019;04.07.2019;18.04.2019;N;;;N;
416;130;0;1;6;E;;;;;N;04.07.2019;;;N;;;N;
416;142;17;1;2;C;16;S;N;N;S;09.08.2018;11.10.2018;18.10.2018;N;21.06.2018;1;N;DIGITAL
416;144;17;1;1;C;19;S;N;N;S;10.05.2018;12.07.2018;09.08.2018;N;14.06.2018;1;N;DIGITAL
416;147;17;1;7;E;;;;;N;04.04.2019;;;N;;;N;
416;150;17;1;3;C;22;S;N;N;S;18.10.2018;24.01.2019;31.01.2019;N;14.11.2018;1;N;DIGITAL
416;151;17;1;4;C;12;S;N;N;S;31.01.2019;04.04.2019;28.03.2019;N;07.03.2019;1;N;DIGITAL
417;142;17;1;2;E;;;;;N;13.07.2018;;;N;;;N;
417;144;17;1;1;A;1;S;N;;N;11.05.2018;13.07.2018;;N;;;N;
417;147;17;1;5;E;;;;;N;;;;N;;;N;
417;150;17;1;3;E;;;;;N;;;;N;;;N;
417;151;17;1;4;E;;;;;N;;;;N;;;N;
417;161;17;1;6;E;;;;;N;;;;N;;;N;
418;111;6;1;5;E;;;;;S;26.10.2018;;;N;27.10.2018;1;N;DIGITAL
418;112;6;1;8;E;;;;;N;;;;N;;;N;
418;113;6;1;2;C;22;S;N;N;S;20.06.2018;26.09.2018;24.08.2018;N;20.06.2018;1;N;DIGITAL
418;116;6;1;1;C;24;S;N;N;S;11.05.2018;17.08.2018;20.06.2018;N;11.05.2018;1;N;DIGITAL
418;163;6;1;4;A;10;S;N;N;S;24.08.2018;26.10.2018;;N;27.10.2018;1;N;DIGITAL
419;4;0;1;3;E;;;;;S;;;;N;03.11.2018;1;N;DIGITAL
419;5;0;1;4;E;;;;;S;;;;N;03.11.2018;1;N;DIGITAL
419;120;3;1;5;E;;;;;S;12.10.2018;;;N;20.10.2018;1;N;DIGITAL
419;125;3;1;1;C;17;S;N;N;S;13.07.2018;;06.07.2018;N;15.06.2018;1;N;DIGITAL
419;126;3;1;6;E;;;;;S;;;;N;20.10.2018;1;N;DIGITAL
419;127;3;1;2;A;23;S;N;N;S;06.07.2018;12.10.2018;;N;29.06.2018;1;N;DIGITAL
419;182;3;1;7;A;1;N;N;;N;11.05.2018;13.07.2018;;N;;;N;
420;91;19;1;1;A;1;S;N;;S;12.05.2018;15.12.2018;;N;12.05.2018;1;N;DIGITAL
420;107;19;1;2;E;;;;;N;15.12.2018;;;N;;;N;
420;119;19;1;3;E;;;;;N;;;;N;;;N;
421;81;5;1;1;C;14;S;N;N;S;12.05.2018;14.07.2018;30.06.2018;N;16.06.2018;1;N;DIGITAL
421;91;0;1;6;C;56;S;N;N;S;24.11.2018;29.06.2019;05.10.2019;N;24.11.2018;1;N;DIGITAL
421;134;5;1;3;C;13;S;N;N;S;;;29.09.2018;N;18.08.2018;1;N;DIGITAL
421;153;5;1;4;C;10;S;N;N;S;29.09.2018;03.11.2018;20.10.2018;N;20.10.2018;1;N;DIGITAL
421;154;5;1;2;C;10;S;N;N;S;30.06.2018;04.08.2018;04.08.2018;N;16.06.2018;1;N;DIGITAL
421;155;5;1;5;C;10;S;N;N;S;11.08.2018;15.09.2018;24.11.2018;N;11.08.2018;1;N;DIGITAL
422;62;1;1;1;A;9;N;N;N;S;12.05.2018;14.07.2018;16.06.2018;N;16.06.2018;1;N;DIGITAL
422;129;1;1;3;E;;;;;N;;;;N;;;N;
422;130;1;1;4;E;;;;;N;;;;N;;;N;
422;131;1;1;2;E;;;;;S;14.07.2018;;;N;16.06.2018;1;N;DIGITAL
422;133;1;1;5;E;;;;;N;;;;N;;;N;
423;106;15;1;1;A;18;N;N;N;S;15.05.2018;21.08.2018;;N;30.05.2018;1;N;DIGITAL
423;108;15;1;3;E;;;;;N;;;;N;;;N;
423;111;15;1;5;E;;;;;N;;;;N;;;N;
423;113;15;1;2;E;;;;;N;21.08.2018;;;N;;;N;
423;114;15;1;4;E;;;;;N;;;;N;;;N;
424;142;7;1;2;E;;;;;N;17.07.2018;;;N;;;N;
424;143;7;1;4;E;;;;;N;;;;N;;;N;
424;144;7;1;1;A;2;S;N;N;S;15.05.2018;17.07.2018;24.05.2018;N;28.06.2018;1;N;DIGITAL
424;147;7;1;5;E;;;;;N;;;;N;;;N;
424;149;7;1;6;E;;;;;N;;;;N;;;N;
424;151;7;1;3;E;;;;;N;;;;N;;;N;
424;161;7;1;7;E;;;;;N;;;;N;;;N;
425;142;28;1;1;A;1;S;N;;S;17.07.2018;;15.08.2019;N;30.05.2018;1;N;DIGITAL
425;144;28;1;2;A;3;S;N;N;S;15.05.2018;17.07.2018;;N;30.05.2018;1;N;DIGITAL
425;149;28;1;3;E;;;;;N;;;;N;;;N;
425;161;28;1;8;E;;;;;N;;;;N;;;N;
425;166;28;1;4;E;;;;;N;;;;N;;;N;
425;167;28;1;5;E;;;;;N;;;;N;;;N;
425;168;28;1;6;E;;;;;N;;;;N;;;N;
425;169;28;1;7;E;;;;;N;;;;N;;;N;
426;109;9;1;4;E;;;;;N;;;;N;;;N;
426;110;9;1;6;E;;;;;N;;;;N;;;N;
426;111;9;1;3;E;;;;;N;;;;N;;;N;
426;113;9;1;2;E;;;;;N;21.08.2018;;;N;;;N;
426;115;9;1;7;E;;;;;N;;;;N;;;N;
426;116;9;1;1;A;2;N;N;N;N;15.05.2018;21.08.2018;;N;;;N;
426;127;9;1;5;E;;;;;N;;;;N;;;N;
426;146;9;1;3;E;;;;;N;;;;N;;;N;
426;163;9;1;6;E;;;;;N;;;;N;;;N;
427;112;33;1;3;E;;;;;N;29.08.2018;;;N;;;N;
427;116;33;1;2;A;7;S;N;N;S;16.05.2018;22.08.2018;01.06.2018;N;16.05.2018;1;N;DIGITAL
427;117;33;1;4;E;;;;;N;;;;N;;;N;
427;118;33;1;5;E;;;;;N;;;;N;;;N;
427;162;33;1;1;A;7;N;N;N;S;27.06.2018;29.08.2018;09.08.2018;N;27.06.2018;1;N;DIGITAL
427;163;33;1;6;E;;;;;N;;;;N;;;N;
428;62;1;1;1;A;14;S;N;N;S;17.05.2018;19.07.2018;18.07.2018;N;27.06.2018;1;N;DIGITAL
428;129;1;1;3;E;;;;;N;;;;N;;;N;
428;130;1;1;4;E;;;;;N;;;;N;;;N;
428;131;1;1;2;E;;;;;S;19.07.2018;;;N;06.07.2018;1;N;DIGITAL
428;133;1;1;5;E;;;;;N;;;;N;;;N;
429;91;19;1;1;C;56;S;N;N;S;19.05.2018;22.12.2018;13.04.2019;N;23.06.2018;1;N;DIGITAL
429;107;19;1;2;A;38;S;N;N;S;13.04.2019;16.11.2019;19.10.2019;N;13.04.2019;1;N;DIGITAL
429;119;19;1;3;E;;;;;N;16.11.2019;;;N;;;N;
430;111;6;1;3;E;;;;;S;;;;N;23.05.2018;1;N;DIGITAL
430;112;6;1;5;E;;;;;S;;;;N;23.05.2018;1;N;DIGITAL
430;113;6;1;1;A;10;N;N;N;S;23.05.2018;29.08.2018;31.01.2019;N;23.05.2018;1;N;DIGITAL
430;116;6;1;2;E;;;;;N;29.08.2018;;;N;;;N;
430;163;6;1;4;E;;;;;S;;;;N;23.05.2018;1;N;DIGITAL
431;62;1;1;1;C;18;S;N;N;S;23.05.2018;25.07.2018;04.07.2018;N;27.06.2018;1;N;DIGITAL
431;129;1;1;3;C;21;S;N;N;S;24.10.2018;30.01.2019;20.02.2019;N;07.11.2018;1;N;DIGITAL
431;130;1;1;4;C;18;S;N;N;S;20.02.2019;24.04.2019;27.03.2019;N;27.03.2019;1;N;DIGITAL
431;131;1;1;2;C;17;S;N;N;S;04.07.2018;05.09.2018;24.10.2018;N;17.10.2018;1;N;DIGITAL
431;196;0;1;5;C;13;;;;S;27.03.2019;27.05.2019;24.04.2019;N;27.03.2019;1;N;DIGITAL
432;62;1;1;1;C;18;S;N;N;S;25.05.2018;27.07.2018;11.07.2018;N;25.05.2018;1;N;DIGITAL
432;129;1;1;3;C;21;S;N;N;S;28.09.2018;28.12.2018;07.12.2018;N;26.10.2018;1;N;DIGITAL
432;130;1;1;4;C;18;S;N;N;S;11.01.2019;15.03.2019;15.03.2019;N;08.02.2019;1;N;DIGITAL
432;131;1;1;2;C;17;S;N;N;S;18.07.2018;19.09.2018;28.09.2018;N;20.07.2018;1;N;DIGITAL
432;161;0;1;5;C;21;S;N;N;S;22.03.2019;28.06.2019;09.08.2019;N;22.03.2019;1;N;DIGITAL
433;120;3;1;3;A;1;N;N;;S;10.08.2018;12.10.2018;;N;15.09.2018;1;N;DIGITAL
433;125;3;1;1;C;17;S;N;N;S;01.06.2018;03.08.2018;10.08.2018;N;01.06.2018;1;N;DIGITAL
433;126;3;1;5;E;;;;;S;12.10.2018;;;N;10.11.2018;1;N;DIGITAL
433;127;3;1;2;A;14;N;N;N;S;;;06.10.2018;N;10.08.2018;1;N;DIGITAL
433;182;3;1;6;E;;;;;N;;;;N;;;N;
433;183;3;1;4;E;;;;;S;;;;N;03.11.2018;1;N;DIGITAL
435;62;1;1;1;A;7;S;N;N;N;06.06.2018;08.08.2018;;N;;;N;
435;129;1;1;3;E;;;;;N;;;;N;;;N;
435;130;1;1;4;E;;;;;N;;;;N;;;N;
435;131;1;1;2;E;;;;;N;08.08.2018;;;N;;;N;
435;133;1;1;5;E;;;;;N;;;;N;;;N;
436;62;1;1;1;A;7;S;N;N;S;06.06.2018;08.08.2018;;N;13.06.2018;1;N;DIGITAL
436;79;0;1;2;E;;;;;N;;;;N;;;N;
436;129;1;1;3;E;;;;;N;;;;N;;;N;
436;130;1;1;4;E;;;;;N;;;;N;;;N;
436;131;1;1;2;E;;;;;N;08.08.2018;;;N;;;N;
436;133;1;1;5;E;;;;;N;;;;N;;;N;
437;129;0;1;7;E;;;;;N;;;;N;;;N;
437;130;0;1;3;C;18;S;N;N;S;12.06.2019;14.08.2019;18.09.2019;N;12.06.2019;1;N;DIGITAL
437;142;17;1;2;C;16;S;N;N;S;11.01.2019;15.03.2019;12.06.2019;N;11.01.2019;1;N;DIGITAL
437;144;17;1;1;C;19;S;N;N;S;15.06.2018;17.08.2018;11.01.2019;N;15.06.2018;1;N;DIGITAL
437;147;17;1;6;A;16;N;N;N;S;27.02.2020;30.04.2020;02.12.2020;N;29.04.2020;1;N;DIGITAL
437;150;17;1;4;C;22;S;N;N;S;18.09.2019;18.12.2019;27.02.2020;N;02.10.2019;1;N;DIGITAL
437;161;17;1;5;C;21;S;N;N;S;;;09.09.2020;N;27.02.2020;1;N;DIGITAL
438;62;1;1;1;C;18;S;N;N;S;22.06.2018;24.08.2018;20.07.2018;N;22.06.2018;1;N;DIGITAL
438;129;1;1;3;C;21;S;N;N;S;17.10.2018;23.01.2019;13.03.2019;N;21.11.2018;1;N;DIGITAL
438;130;1;1;4;C;18;S;N;N;S;13.03.2019;15.05.2019;19.06.2019;N;21.11.2018;1;N;DIGITAL
438;131;1;1;2;C;17;S;N;N;S;20.07.2018;21.09.2018;17.10.2018;N;17.08.2018;1;N;DIGITAL
438;196;0;1;5;C;13;N;N;;S;19.06.2019;21.08.2019;21.08.2019;N;26.06.2019;1;N;DIGITAL
439;111;0;1;1;A;1;S;N;;S;;;;N;23.01.2019;1;N;DIGITAL
439;113;0;1;10;A;1;S;N;;S;;;;N;31.08.2018;1;N;DIGITAL
439;117;0;1;9;A;1;S;N;;S;;;;N;24.08.2018;1;N;DIGITAL
439;130;0;1;8;E;1;N;N;N;S;;;;N;19.07.2018;1;N;DIGITAL
439;142;17;1;2;E;;;;;N;24.08.2018;;;N;;;N;
439;144;17;1;6;A;6;S;N;N;S;22.06.2018;24.08.2018;;N;22.06.2018;1;N;DIGITAL
439;147;17;1;4;E;;;;;N;;;;N;;;N;
439;150;17;1;5;E;;;;;N;;;;N;;;N;
439;151;17;1;3;E;;;;;N;;;;N;;;N;
439;161;17;1;7;A;1;S;N;;N;;;;N;;;N;
440;142;17;1;2;E;;;;;N;01.09.2018;;;N;;;N;
440;144;17;1;1;A;5;S;N;N;S;30.06.2018;01.09.2018;01.08.2018;N;27.06.2018;1;N;DIGITAL
440;147;17;1;4;E;;;;;N;;;;N;;;N;
440;150;17;1;5;E;;;;;N;;;;N;;;N;
440;151;17;1;3;E;;;;;N;;;;N;;;N;
440;161;17;1;6;E;;;;;N;;;;N;;;N;
441;142;17;1;2;A;3;S;N;S;S;14.02.2019;18.04.2019;14.03.2019;N;01.11.2018;1;N;DIGITAL
441;144;17;1;1;C;19;S;N;N;S;30.06.2018;01.09.2018;14.02.2019;N;27.06.2018;1;N;DIGITAL
441;147;17;1;4;E;;;;;N;;;;N;;;N;
441;150;17;1;5;E;;;;;N;;;;N;;;N;
441;151;17;1;3;E;;;;;N;18.04.2019;;;N;;;N;
441;161;17;1;6;E;;;;;N;;;;N;;;N;
442;129;0;1;5;C;21;S;N;N;S;08.05.2019;14.08.2019;03.07.2019;N;15.05.2019;1;N;DIGITAL
442;130;0;1;6;C;18;S;N;N;S;03.07.2019;04.09.2019;24.08.2019;N;26.07.2019;1;N;DIGITAL
442;142;17;1;2;C;16;S;N;N;S;10.10.2018;12.12.2018;19.12.2018;N;07.11.2018;1;N;DIGITAL
442;144;17;1;1;C;19;S;N;N;S;04.07.2018;05.09.2018;03.10.2018;N;04.07.2018;1;N;DIGITAL
442;150;17;1;3;C;22;S;N;N;S;;;06.03.2019;N;19.12.2018;1;N;DIGITAL
442;151;17;1;4;C;12;S;N;N;S;19.12.2018;20.02.2019;08.05.2019;N;23.01.2019;1;N;DIGITAL
443;62;1;1;1;C;18;S;N;N;S;12.07.2018;13.09.2018;02.08.2018;N;12.07.2018;1;N;DIGITAL
443;129;1;1;3;A;1;N;N;;N;20.09.2018;20.12.2018;;N;;;N;
443;130;1;1;2;C;18;S;N;N;S;02.08.2018;04.10.2018;06.09.2018;N;02.08.2018;1;N;DIGITAL
443;131;1;1;4;E;;;;;N;20.12.2018;;;N;;;N;
443;133;1;1;5;E;;;;;N;;;;N;;;N;
444;142;17;1;2;E;;;;;N;18.10.2018;;;N;;;N;
444;144;17;1;1;A;3;S;N;N;S;16.08.2018;18.10.2018;30.08.2018;N;16.08.2018;1;N;DIGITAL
444;147;17;1;4;E;;;;;N;;;;N;;;N;
444;150;17;1;5;E;;;;;N;;;;N;;;N;
444;151;17;1;3;E;;;;;N;;;;N;;;N;
444;161;17;1;6;E;;;;;N;;;;N;;;N;
445;142;17;1;2;E;;;;;N;20.10.2018;;;N;;;N;
445;144;17;1;1;A;2;N;N;N;S;18.08.2018;20.10.2018;;N;18.08.2018;1;N;DIGITAL
445;147;17;1;4;E;;;;;N;;;;N;;;N;
445;150;17;1;5;E;;;;;N;;;;N;;;N;
445;151;17;1;3;E;;;;;N;;;;N;;;N;
445;161;17;1;6;E;;;;;N;;;;N;;;N;
446;62;1;1;1;A;16;S;N;N;S;23.08.2018;25.10.2018;29.11.2018;N;23.08.2018;1;N;DIGITAL
446;129;1;1;3;E;;;;;N;;;;N;;;N;
446;130;1;1;4;E;;;;;N;;;;N;;;N;
446;131;1;1;2;E;;;;;N;25.10.2018;;;N;;;N;
446;133;1;1;5;E;;;;;N;;;;N;;;N;
447;91;19;1;1;C;56;S;N;N;S;30.08.2018;04.04.2019;24.10.2019;N;30.08.2018;1;N;DIGITAL
447;107;19;1;2;A;11;S;N;S;S;24.10.2019;26.03.2020;20.02.2020;N;28.11.2019;1;N;DIGITAL
447;119;19;1;3;E;;;;;N;26.03.2020;;;N;;;N;
448;62;1;1;1;A;9;N;N;N;S;06.09.2018;08.11.2018;13.09.2018;N;30.08.2018;1;N;DIGITAL
448;129;1;1;3;E;;;;;N;;;;N;;;N;
448;130;1;1;4;E;;;;;N;;;;N;;;N;
448;131;1;1;2;E;;;;;N;08.11.2018;;;N;;;N;
448;133;1;1;5;E;;;;;N;;;;N;;;N;
449;62;1;1;1;A;12;N;N;N;S;06.09.2018;08.11.2018;;N;05.09.2018;1;N;DIGITAL
449;129;1;1;3;E;;;;;N;;;;N;;;N;
449;130;1;1;4;E;;;;;N;;;;N;;;N;
449;131;1;1;2;E;;;;;N;08.11.2018;;;N;;;N;
449;133;1;1;5;E;;;;;N;;;;N;;;N;
450;62;1;1;1;A;10;S;N;S;S;05.09.2018;07.11.2018;19.09.2018;N;05.09.2018;1;N;DIGITAL
450;129;1;1;3;E;;;;;N;;;;N;;;N;
450;130;1;1;4;E;;;;;N;;;;N;;;N;
450;131;1;1;2;E;;;;;N;07.11.2018;;;N;;;N;
450;133;1;1;5;E;;;;;N;;;;N;;;N;
451;62;1;1;1;C;18;S;N;N;S;06.09.2018;08.11.2018;20.09.2018;N;06.09.2018;1;N;DIGITAL
451;129;1;1;3;E;;;;;N;22.11.2018;;;N;;;N;
451;130;1;1;4;E;;;;;N;;;;N;;;N;
451;131;1;1;2;A;2;S;N;N;N;20.09.2018;22.11.2018;27.09.2018;N;;;N;
451;133;1;1;5;E;;;;;N;;;;N;;;N;
452;142;17;1;2;E;;;;;N;21.11.2018;;;N;;;N;
452;144;17;1;1;A;1;S;N;;S;19.09.2018;21.11.2018;;N;12.09.2018;1;N;DIGITAL
452;147;17;1;4;E;;;;;N;;;;N;;;N;
452;150;17;1;5;E;;;;;N;;;;N;;;N;
452;151;17;1;3;E;;;;;N;;;;N;;;N;
452;161;17;1;6;E;;;;;N;;;;N;;;N;
453;62;1;1;1;C;18;S;N;N;S;26.09.2018;28.11.2018;31.10.2018;N;12.09.2018;1;N;DIGITAL
453;129;1;1;3;E;;;;;N;02.01.2019;;;N;;;N;
453;130;1;1;4;E;;;;;N;;;;N;;;N;
453;131;1;1;2;A;4;N;N;N;S;31.10.2018;02.01.2019;31.10.2018;N;31.10.2018;1;N;DIGITAL
453;133;1;1;5;E;;;;;N;;;;N;;;N;
454;39;10;1;2;E;;;;;N;15.11.2018;;;N;;;N;
454;143;10;1;3;E;;;;;N;;;;N;;;N;
454;144;10;1;1;A;17;S;N;N;S;13.09.2018;15.11.2018;10.05.2019;N;13.09.2018;1;N;DIGITAL
454;149;10;1;4;E;;;;;N;;;;N;;;N;
454;150;10;1;5;E;;;;;N;;;;N;;;N;
454;161;10;1;6;E;;;;;N;;;;N;;;N;
455;62;1;1;1;C;18;S;N;N;S;13.09.2018;15.11.2018;08.11.2018;N;13.09.2018;1;N;DIGITAL
455;129;1;1;3;E;;;;;N;24.01.2019;;;N;;;N;
455;130;1;1;4;E;;;;;N;;;;N;;;N;
455;131;1;1;2;A;3;S;N;N;N;22.11.2018;24.01.2019;29.11.2018;N;;;N;
455;133;1;1;5;E;;;;;N;;;;N;;;N;
456;142;17;1;2;E;;;;;N;16.11.2018;;;N;;;N;
456;144;17;1;1;A;8;S;N;N;S;14.09.2018;16.11.2018;21.09.2018;N;14.09.2018;1;N;DIGITAL
456;147;17;1;4;E;;;;;N;;;;N;;;N;
456;150;17;1;5;E;;;;;N;;;;N;;;N;
456;151;17;1;3;E;;;;;N;;;;N;;;N;
456;161;17;1;6;E;;;;;N;;;;N;;;N;
457;112;33;1;4;C;18;S;N;N;S;11.09.2019;13.11.2019;16.10.2019;N;11.09.2019;1;N;DIGITAL
457;116;33;1;1;C;24;S;N;N;S;19.09.2018;19.12.2018;28.11.2018;N;19.09.2018;1;N;DIGITAL
457;117;33;1;5;C;22;S;N;N;S;16.10.2019;22.01.2020;29.01.2020;N;13.11.2019;1;N;DIGITAL
457;118;33;1;6;A;6;S;N;S;S;29.01.2020;01.04.2020;;N;11.03.2020;1;N;DIGITAL
457;162;33;1;2;C;14;S;N;N;S;28.11.2018;30.01.2019;12.06.2019;N;28.11.2018;1;N;DIGITAL
457;163;33;1;3;C;18;S;N;N;S;12.06.2019;14.08.2019;04.09.2019;N;28.11.2018;1;N;DIGITAL
458;62;1;1;1;C;18;S;N;N;S;19.09.2018;21.11.2018;24.10.2018;N;19.09.2018;1;N;DIGITAL
458;129;1;1;2;C;21;S;N;N;S;21.11.2018;27.02.2019;23.01.2019;N;21.11.2018;1;N;DIGITAL
458;130;1;1;6;C;18;S;N;N;S;23.01.2019;27.03.2019;15.05.2019;N;21.11.2018;1;N;DIGITAL
458;131;0;1;3;C;17;S;N;N;S;;;17.04.2019;N;20.02.2019;1;N;DIGITAL
458;196;0;1;7;C;13;;;;S;15.05.2019;15.07.2019;24.07.2019;N;17.04.2019;1;N;DIGITAL
459;91;19;1;1;A;10;S;N;N;S;19.09.2018;24.04.2019;;N;19.09.2018;1;N;DIGITAL
459;107;19;1;2;E;;;;;N;24.04.2019;;;N;;;N;
459;119;19;1;3;E;;;;;N;;;;N;;;N;
460;62;1;1;1;C;18;S;N;N;S;19.09.2018;21.11.2018;14.11.2018;N;25.10.2018;1;N;DIGITAL
460;129;1;1;3;C;21;S;N;N;S;28.11.2018;06.03.2019;18.01.2019;N;05.12.2018;1;N;DIGITAL
460;130;1;1;4;A;3;S;N;N;N;18.01.2019;22.03.2019;18.01.2019;N;;;N;
460;131;1;1;2;C;17;S;N;N;S;14.11.2018;16.01.2019;28.11.2018;N;25.10.2018;1;N;DIGITAL
460;133;1;1;5;E;;;;;N;22.03.2019;;;N;;;N;
461;62;1;1;1;C;18;S;N;N;S;19.09.2018;21.11.2018;24.10.2018;N;19.09.2018;1;N;DIGITAL
461;129;1;1;6;A;3;N;N;N;S;21.11.2018;27.02.2019;;N;14.11.2018;1;N;DIGITAL
461;130;1;1;3;E;;;;;S;27.02.2019;;;N;14.11.2018;1;N;DIGITAL
461;131;0;1;2;A;9;N;N;N;S;;;27.02.2019;N;13.02.2019;1;N;DIGITAL
461;133;1;1;5;E;;;;;N;;;;N;;;N;
462;62;1;1;1;C;18;S;N;N;S;19.09.2018;21.11.2018;24.10.2018;N;19.09.2018;1;N;DIGITAL
462;129;1;1;3;E;;;;;N;26.12.2018;;;N;;;N;
462;130;1;1;4;E;;;;;N;;;;N;;;N;
462;131;1;1;2;A;13;S;N;N;S;24.10.2018;26.12.2018;27.02.2019;N;07.11.2018;1;N;DIGITAL
462;133;1;1;5;E;;;;;N;;;;N;;;N;
463;62;0;1;1;A;2;S;N;N;S;20.09.2018;22.11.2018;20.09.2018;N;20.09.2018;1;N;DIGITAL
463;69;13;1;4;E;;;;;N;;;;N;;;N;
463;84;13;1;7;E;;;;;N;;;;N;;;N;
463;85;13;1;8;E;;;;;N;;;;N;;;N;
463;88;13;1;6;E;;;;;N;;;;N;;;N;
463;111;13;1;3;E;;;;;N;;;;N;;;N;
463;125;13;1;2;E;;;;;N;22.11.2018;;;N;;;N;
463;136;13;1;5;E;;;;;N;;;;N;;;N;
464;62;1;1;1;C;18;S;N;N;S;20.09.2018;22.11.2018;01.11.2018;N;20.09.2018;1;N;DIGITAL
464;91;0;1;6;C;56;S;N;N;S;04.05.2019;04.12.2019;11.10.2019;N;04.05.2019;1;N;DIGITAL
464;107;0;1;7;A;18;S;N;S;S;11.10.2019;15.05.2020;18.10.2019;N;11.10.2019;1;N;DIGITAL
464;129;1;1;4;C;21;S;N;N;S;29.11.2018;28.02.2019;29.03.2019;N;20.12.2018;1;N;DIGITAL
464;130;1;1;3;C;18;S;N;N;S;17.11.2018;19.01.2019;29.11.2018;N;17.11.2018;1;N;DIGITAL
464;131;1;1;2;C;17;S;N;N;S;01.11.2018;03.01.2019;17.11.2018;N;01.11.2018;1;N;DIGITAL
464;196;0;1;5;C;13;;;;S;04.04.2019;04.06.2019;25.04.2019;N;04.04.2019;1;N;DIGITAL
465;62;1;1;1;C;18;S;N;N;S;20.09.2018;22.11.2018;25.10.2018;N;20.09.2018;1;N;DIGITAL
465;129;1;1;3;C;21;S;N;N;S;20.12.2018;21.03.2019;07.02.2019;N;24.01.2019;1;N;DIGITAL
465;130;1;1;4;C;18;S;N;N;S;07.02.2019;11.04.2019;24.04.2019;N;14.03.2019;1;N;DIGITAL
465;131;1;1;2;C;17;S;N;N;S;25.10.2018;27.12.2018;06.12.2018;N;18.10.2018;1;N;DIGITAL
465;196;0;1;5;C;13;N;N;;S;24.04.2019;29.05.2019;09.05.2019;N;02.05.2019;1;N;DIGITAL
466;91;19;1;1;A;12;N;N;N;S;20.09.2018;25.04.2019;10.01.2019;N;20.09.2018;1;N;DIGITAL
466;107;19;1;2;E;;;;;N;25.04.2019;;;N;;;N;
466;119;19;1;3;E;;;;;N;;;;N;;;N;
467;111;6;1;3;E;;;;;N;;;;N;;;N;
467;112;6;1;4;E;;;;;N;;;;N;;;N;
467;113;6;1;2;E;;;;;N;20.12.2018;;;N;;;N;
467;116;6;1;1;A;7;S;N;N;S;20.09.2018;20.12.2018;;N;20.09.2018;1;N;DIGITAL
467;163;6;1;5;E;;;;;N;;;;N;;;N;
468;62;1;1;1;C;18;S;N;N;S;20.09.2018;22.11.2018;06.12.2018;N;20.09.2018;1;N;DIGITAL
468;129;1;1;3;C;21;S;N;N;S;21.02.2019;23.05.2019;23.05.2019;N;28.03.2019;1;N;DIGITAL
468;130;1;1;4;C;18;S;N;N;S;23.05.2019;25.07.2019;01.08.2019;N;23.05.2019;1;N;DIGITAL
468;131;1;1;2;C;17;S;N;N;S;06.12.2018;07.02.2019;21.02.2019;N;18.10.2018;1;N;DIGITAL
468;196;0;1;5;C;13;N;N;;S;01.08.2019;03.10.2019;27.09.2019;N;22.08.2019;1;N;DIGITAL
469;62;1;1;1;C;18;S;N;N;S;20.09.2018;22.11.2018;25.10.2018;N;20.09.2018;1;N;DIGITAL
469;129;1;1;3;C;21;S;N;N;S;29.11.2018;28.02.2019;04.04.2019;N;28.11.2018;1;N;DIGITAL
469;130;1;1;4;C;18;S;N;N;S;04.04.2019;06.06.2019;27.06.2019;N;04.04.2019;1;N;DIGITAL
469;131;1;1;2;C;17;S;N;N;S;25.10.2018;27.12.2018;29.11.2018;N;25.10.2018;1;N;DIGITAL
469;196;0;1;5;A;6;N;N;;S;27.06.2019;29.08.2019;;N;26.07.2019;1;N;DIGITAL
470;91;19;1;1;C;56;S;N;N;S;20.09.2018;25.04.2019;08.11.2018;N;20.09.2018;1;N;DIGITAL
470;107;19;1;2;C;56;S;N;N;S;19.12.2018;24.07.2019;16.05.2019;N;24.01.2019;1;N;DIGITAL
470;119;19;1;3;C;56;S;N;N;S;16.05.2019;19.12.2019;12.03.2020;N;27.06.2019;1;N;DIGITAL
470;152;0;1;4;A;26;N;N;N;S;13.03.2020;14.08.2020;10.12.2020;N;30.04.2020;1;N;DIGITAL
471;51;4;1;2;E;;;;;N;22.11.2018;;;N;;;N;
471;52;4;1;3;E;;;;;N;;;;N;;;N;
471;77;0;1;1;A;7;N;N;N;S;20.09.2018;22.11.2018;18.10.2018;N;20.09.2018;1;N;DIGITAL
472;62;1;1;1;C;18;S;N;N;S;28.09.2018;30.11.2018;25.10.2018;N;21.09.2018;1;N;DIGITAL
472;91;0;1;6;A;33;S;N;N;S;09.08.2019;13.03.2020;12.03.2020;N;09.08.2019;1;N;DIGITAL
472;129;1;1;3;C;21;S;N;N;S;17.11.2018;23.02.2019;21.12.2018;N;01.11.2018;1;N;DIGITAL
472;130;1;1;4;C;18;S;N;N;S;21.12.2018;22.02.2019;23.05.2019;N;17.11.2018;1;N;DIGITAL
